0.00440466,0.326740814
0.020800655,0.358825954
0.029480888,0.477344417
0.048577399,0.596742346
0.070567321,0.681129168
0.088506468,0.749727487
0.103552205,0.813970357
0.113968484,0.857524845
0.134222359,0.902168196
0.155054917,0.9337452
0.169521971,0.9337452
0.189197165,0.917412267
0.190933211,1.006698968
0.216973909,1.036098248
0.237227785,1.068764114
0.254154238,1.077611119
0.267897939,1.086185909
0.288117775,1.075297287
0.300882823,1.072030701
0.316507241,0.99798807
0.332633184,1.080136675
0.347756078,1.120945741
0.370324682,1.133629191
0.385949101,1.141717882
0.402730884,1.15042878
0.418355302,1.149067702
0.433401038,1.144984469
0.44728941,1.110140878
0.468121968,1.062230941
0.493429668,1.15667159
0.509719004,1.173551089
0.525218608,1.182005784
0.541512483,1.184503762
0.557951246,1.186026198
0.573731463,1.170164407
0.584437083,1.163495126
0.591959951,1.074208425
0.611056463,1.131918122
0.631889021,1.184183508
0.646934757,1.184183508
0.664295222,1.179828059
0.680498322,1.179361404
0.697007784,1.171245263
0.708275066,1.166761713
0.726792896,1.112318602
0.746468089,1.025209626
0.76267119,1.115585189
0.786975841,1.136273571
0.807075401,1.113189692
0.821118088,1.092719083
0.839057235,1.070941838
0.852945607,1.03718711
0.866255297,0.981655137
0.880722351,0.855580449
0.892874677,0.829549462
0.910235142,0.800904011
0.932803746,0.722505931
0.943798707,0.622330608
0.955951033,0.513377722
0.976783591,0.386047509
0.992408009,0.375158887
